测试套/软件包名,测试用例名,状态,日志文件,原因,负责人
os-storage,oe_test_storage_Mutipath_view_info,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-storage/oe_test_storage_Mutipath_view_info/2023-04-28-06:55:09.log,kernel module absent,
os-storage,oe_test_storage_smb_cmd_smbcontrol,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-storage/oe_test_storage_smb_cmd_smbcontrol/2023-04-28-09:42:50.log,运行软件时需要加载libmessages-util-samba4.so，在LD_LIBRARY_PATH环境变量相同时，x86环境下运行可自动找到对应文件，但riscv下无法找到，只有将对应lib的文件路径赋值到环境变量时才可正常运行,黄烁
os-storage,oe_test_storage_Mutipath_configure_blacklist,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-storage/oe_test_storage_Mutipath_configure_blacklist/2023-04-28-07:19:57.log,kernel module absent,
os-storage,oe_test_storage_Mutipath_various_fields,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-storage/oe_test_storage_Mutipath_various_fields/2023-04-28-07:03:35.log,kernel module absent,
os-storage,oe_test_storage_fileCMD_mkfs,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_mkfs/2023-04-28-06:44:53.log,mugen problem,黄烁
os-storage,oe_test_storage_Mutipath_configure_defaults,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-storage/oe_test_storage_Mutipath_configure_defaults/2023-04-28-07:16:45.log,kernel module absent,
os-storage,oe_test_storage_lvm_set_regionsize,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-storage/oe_test_storage_lvm_set_regionsize/2023-04-28-11:35:23.log,kernel module absent,
os-storage,oe_test_storage_fileCMD_pwd,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_pwd/2023-04-28-06:36:59.log,文件系统中并没有选择测试的目录，使用mkdir事先建立对应目录可过，建议加入pre_test中,黄烁
os-storage,oe_test_storage_smb_cmd_smbpasswd,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-storage/oe_test_storage_smb_cmd_smbpasswd/2023-04-28-09:45:03.log,运行软件时需要加载libmessages-util-samba4.so，在LD_LIBRARY_PATH环境变量相同时，x86环境下运行可自动找到对应文件，但riscv下无法找到，只有将对应lib的文件路径赋值到环境变量时才可正常运行,黄烁
os-storage,oe_test_storage_smb_guest_share,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-storage/oe_test_storage_smb_guest_share/2023-04-28-10:29:54.log,同上缺失lib文件，不过上面两个lib文件都需加载,黄烁
os-storage,oe_test_storage_Mutipath_mpathconf,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-storage/oe_test_storage_Mutipath_mpathconf/2023-04-28-06:33:46.log,kernel module absent,
os-storage,oe_test_storage_Mutipath_configure_device,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-storage/oe_test_storage_Mutipath_configure_device/2023-04-28-06:54:06.log,kernel module absent,
storm,oe_test_service_storm-ui,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/storm/oe_test_service_storm-ui/2023-04-27-03:18:58.log,no pkg in pkglist,黄烁
storm,oe_test_service_storm-logviewer,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/storm/oe_test_service_storm-logviewer/2023-04-27-03:14:39.log,no pkg in pkglist,黄烁
storm,oe_test_service_storm-nimbus,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/storm/oe_test_service_storm-nimbus/2023-04-27-03:16:14.log,no pkg in pkglist,黄烁
storm,oe_test_service_storm-supervisor,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/storm/oe_test_service_storm-supervisor/2023-04-27-03:17:35.log,no pkg in pkglist,黄烁
ndisc6,oe_test_ndisc6_rdisc6,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/ndisc6/oe_test_ndisc6_rdisc6/2023-04-26-11:12:20.log,x86 fail,
ndisc6,oe_test_ndisc6_name2addr,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/ndisc6/oe_test_ndisc6_name2addr/2023-04-26-11:07:48.log,x86 fail,
redis,oe_test_redis_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/redis/oe_test_redis_02/2023-04-26-23:03:54.log,x86 fail,
nodejs,oe_test_nodejs_04,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/nodejs/oe_test_nodejs_04/2023-04-26-11:59:19.log,x86 fail,
nodejs,oe_test_nodejs_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/nodejs/oe_test_nodejs_01/2023-04-26-11:49:28.log,Segmentation fault,黄烁
nodejs,oe_test_nodejs_03,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/nodejs/oe_test_nodejs_03/2023-04-26-11:56:07.log,Segmentation fault,黄烁
nodejs,oe_test_nodejs_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/nodejs/oe_test_nodejs_02/2023-04-26-11:52:52.log,Segmentation fault,黄烁
rpmdevtools,oe_test_rpmdevtools_rpmargs,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/rpmdevtools/oe_test_rpmdevtools_rpmargs/2023-04-26-23:33:32.log,x86 fail,
rpmdevtools,oe_test_rpmdevtools_rpmdev-wipetree,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/rpmdevtools/oe_test_rpmdevtools_rpmdev-wipetree/2023-05-19-19:27:17.log,Broken testcase/preinstall absent/timeout,
spawn-fcgi,oe_test_service_spawn-fcgi,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/spawn-fcgi/oe_test_service_spawn-fcgi/2023-04-27-03:00:40.log,未安装initscripts,黄烁
rubygem-bundler,oe_test_rubygem-bundler_bundle_06,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/rubygem-bundler/oe_test_rubygem-bundler_bundle_06/2023-04-27-01:49:05.log,x86 fail,
rubygem-bundler,oe_test_rubygem-bundler_bundle_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/rubygem-bundler/oe_test_rubygem-bundler_bundle_02/2023-04-27-01:13:40.log,x86 fail,
openvpn,oe_test_openvpn,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/openvpn/oe_test_openvpn/2023-04-26-14:10:41.log,x86 fail,
rng-tools,oe_test_service_rngd,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/rng-tools/oe_test_service_rngd/2023-04-26-23:25:33.log,x86 fail,
socat,oe_test_socat_filan,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/socat/oe_test_socat_filan/2023-04-27-02:56:03.log,x86 fail,
policycoreutils,oe_test_service_restorecond,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/policycoreutils/oe_test_service_restorecond/2023-04-26-19:45:43.log,x86 fail,
smoke-basic-os,oe_test_ifconfig_ipv6_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_ifconfig_ipv6_01/2023-04-29-07:28:00.log,x86 fail,
smoke-basic-os,oe_test_libxml2_001,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_libxml2_001/2023-04-29-10:15:03.log,x86 fail,
smoke-basic-os,oe_test_normal_tcpdump_03,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_normal_tcpdump_03/2023-04-29-08:01:26.log,x86 fail,
smoke-basic-os,oe_test_systemd_journald,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_systemd_journald/2023-04-29-08:49:27.log,x86 fail,
smoke-basic-os,oe_test_ipv6_VLAN_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_ipv6_VLAN_02/2023-04-29-07:38:41.log,x86 fail,
smoke-basic-os,oe_test_ip_ipv6_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_ip_ipv6_01/2023-04-29-07:29:11.log,x86 fail,
smoke-basic-os,oe_test_iproute_ipv6_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_iproute_ipv6_01/2023-04-29-07:31:20.log,x86 fail,
smoke-basic-os,oe_test_glibc_getaddrinfo_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_glibc_getaddrinfo_01/2023-04-29-07:23:59.log,x86 fail,
smoke-basic-os,oe_test_iptables-save,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_iptables-save/2023-04-29-07:32:40.log,x86 fail,
smoke-basic-os,oe_test_ip_ipv6_04,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_ip_ipv6_04/2023-04-29-07:30:39.log,x86 fail,
smoke-basic-os,oe_test_normal_tcpdump_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_normal_tcpdump_02/2023-04-29-10:01:02.log,x86 fail,
smoke-basic-os,oe_test_stat,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_stat/2023-04-29-08:42:30.log,x86 fail,
smoke-basic-os,oe_test_cat_001,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_cat_001/2023-04-29-05:02:20.log,x86 fail,
smoke-basic-os,oe_test_ipv6_VLAN_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_ipv6_VLAN_01/2023-04-29-07:38:24.log,x86 fail,
smoke-basic-os,oe_test_ebtables,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_ebtables/2023-04-29-07:22:35.log,x86 fail,
smoke-basic-os,oe_test_mtr,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_mtr/2023-04-29-09:12:00.log,x86 fail,
smoke-basic-os,oe_test_ip6tables_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_ip6tables_01/2023-04-29-07:28:40.log,x86 fail,
smoke-basic-os,oe_test_tftp_ipv6,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_tftp_ipv6/2023-04-29-08:57:38.log,x86 fail,
smoke-basic-os,oe_test_ethtool_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_ethtool_01/2023-04-29-07:22:52.log,x86 fail,
smoke-basic-os,oe_test_network_001,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_network_001/2023-04-29-05:56:26.log,x86 fail,
smoke-basic-os,oe_test_rsyslog_03,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_rsyslog_03/2023-04-29-08:16:33.log,x86 fail,
smoke-basic-os,oe_test_firewalld_server,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_firewalld_server/2023-04-29-07:23:41.log,x86 fail,
smoke-basic-os,oe_test_libxml2_002,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_libxml2_002/2023-04-29-10:16:22.log,x86 fail,
smoke-basic-os,oe_test_normal_tcpdump_04,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_normal_tcpdump_04/2023-04-29-10:01:52.log,x86 fail,
smoke-basic-os,oe_test_ip_ipv6_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_ip_ipv6_02/2023-04-29-07:29:41.log,x86 fail,
smoke-basic-os,oe_test_grub2_mkconfig,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_grub2_mkconfig/2023-04-29-07:26:46.log,x86 fail,
smoke-basic-os,oe_test_ip_ipv6_03,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_ip_ipv6_03/2023-04-29-07:30:21.log,x86 fail,
smoke-basic-os,oe_test_route_ipv6,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_route_ipv6/2023-04-29-08:12:16.log,x86 fail,
smoke-basic-os,oe_test_setools,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_setools/2023-04-29-08:40:50.log,x86 fail,
smoke-basic-os,oe_test_arping,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_arping/2023-04-29-07:08:27.log,x86 fail,
smoke-basic-os,oe_test_audit_fixed_memory_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_audit_fixed_memory_02/2023-04-29-09:53:36.log,x86 fail,
smoke-basic-os,oe_test_IPV6_traceroute6_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_IPV6_traceroute6_02/2023-04-29-07:36:29.log,x86 fail,
smoke-basic-os,oe_test_ima_v2_manual_gen_digest_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_ima_v2_manual_gen_digest_01/2023-04-29-09:55:31.log,x86 fail,
smoke-basic-os,oe_test_sevice_001,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_sevice_001/2023-04-29-06:04:10.log,x86 fail,
smoke-basic-os,oe_test_gettext,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_gettext/2023-04-29-08:08:21.log,x86 fail,
smoke-basic-os,oe_test_ip_rule_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_ip_rule_01/2023-04-29-07:32:00.log,CONFIG_IP_MULTIPLE_TABLES is not set,黄烁
smoke-basic-os,oe_test_rollback,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_rollback/2023-04-29-06:26:56.log,mugen 测试代码并没有考虑到git软件包已安装时的情况,黄烁
smoke-basic-os,oe_test_gcc_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_gcc_001/2023-04-29-10:18:07.log,file missing,
smoke-basic-os,oe_test_dracut,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_dracut/2023-04-29-04:48:54.log,preinstall absent,
smoke-basic-os,oe_test_bbr_04,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_bbr_04/2023-04-29-07:18:03.log,kernel module absent,
smoke-basic-os,oe_test_bbr_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_bbr_02/2023-04-29-07:17:44.log,preinstall absent,
smoke-basic-os,oe_test_perf,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_perf/2023-04-29-03:32:37.log,timeout,
smoke-basic-os,oe_test_rsyslog_09,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_09/2023-04-29-05:50:24.log,preinstall absent,
smoke-basic-os,oe_test_logrotate_004,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_logrotate_004/2023-04-29-10:17:37.log,,
smoke-basic-os,oe_test_numactl,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_numactl/2023-04-29-05:58:41.log,CONFIG_NUMA is not set,黄烁
smoke-basic-os,oe_test_criu,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_criu/2023-04-29-03:07:12.log,软件源内无criu软件,
smoke-basic-os,oe_test_MEMinfo_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_MEMinfo_001/2023-04-29-03:25:51.log,file missing,
smoke-basic-os,oe_test_rsyslog_06,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_06/2023-04-29-05:48:41.log,preinstall absent,
smoke-basic-os,oe_test_rsyslog_10,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_10/2023-04-29-05:51:26.log,PMU Hardware doesn't support sampling/overflow-interrupts.,黄烁
smoke-basic-os,oe_test_service,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_service/2023-04-29-00:34:27.log,preinstall absent,
smoke-basic-os,oe_test_golang,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_golang/2023-04-29-03:09:47.log,file missing,
smoke-basic-os,oe_test_log_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_log_001/2023-04-29-03:23:03.log,preinstall absent,
smoke-basic-os,oe_test_ncurses,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_ncurses/2023-04-29-07:53:42.log,,
smoke-basic-os,oe_test_iscsi,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_iscsi/2023-04-29-05:46:14.log,CONFIG_CONFIGFS_FS is not set,黄烁
smoke-basic-os,oe_test_skopeo,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_skopeo/2023-04-29-03:35:50.log,choosing image instance: no image found in manifest list for architecture riscv64,黄烁
smoke-basic-os,oe_test_perf_top_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_perf_top_01/2023-04-29-07:27:01.log,file missing,
smoke-basic-os,oe_test_gcc_002,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_gcc_002/2023-04-29-10:19:21.log,preinstall absent,
smoke-basic-os,oe_test_rule_ipv6,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_rule_ipv6/2023-04-29-08:40:20.log,CONFIG_IP_MULTIPLE_TABLES is not set,黄烁
smoke-basic-os,oe_test_rsyslog_04,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_04/2023-04-29-05:43:06.log,preinstall absent,
smoke-basic-os,oe_test_rsyslog_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_02/2023-04-29-05:42:30.log,preinstall absent,
smoke-basic-os,oe_test_os-prober_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_os-prober_02/2023-04-29-05:29:49.log,preinstall absent,
smoke-basic-os,oe_test_syslog_logrotate_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_syslog_logrotate_001/2023-04-29-03:47:46.log,preinstall absent,
smoke-basic-os,oe_test_user_debug_iotop_03,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_user_debug_iotop_03/2023-04-29-07:33:31.log,当前环境不支持软件运行，怀疑为内核问题,黄烁
smoke-basic-os,oe_test_ip_rule_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_ip_rule_02/2023-04-29-07:32:16.log,CONFIG_IP_MULTIPLE_TABLES is not set,黄烁
smoke-basic-os,oe_test_rsyslog_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_01/2023-04-29-05:42:07.log,preinstall absent,
smoke-basic-os,oe_test_rsyslog_08,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_08/2023-04-29-05:49:26.log,file missing,
smoke-basic-os,oe_test_os-prober_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_os-prober_01/2023-04-29-05:29:35.log,preinstall absent,
smoke-basic-os,oe_test_CPUinfo_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_CPUinfo_001/2023-05-22-00:17:16.log,file missing/timeout,
smoke-basic-os,oe_test_rsyslog_05,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_05/2023-04-29-05:43:46.log,preinstall absent,
smoke-basic-os,oe_test_pwd_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_pwd_001/2023-04-29-03:33:42.log,preinstall absent,
smoke-basic-os,oe_test_bonding_SCEN_05,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_bonding_SCEN_05/2023-04-29-07:18:23.log,preinstall absent kernel module absent,
smoke-basic-os,oe_test_yumgroup_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_yumgroup_001/2023-04-29-06:23:17.log,oe-rv目前软件仓内并没有划分软件包组,黄烁
smoke-basic-os,oe_test_rsyslog_07,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_07/2023-04-29-05:49:08.log,preinstall absent,
smoke-basic-os,oe_test_iscsid,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_iscsid/2023-04-29-07:40:15.log,can not create NETLINK_ISCSI socket [Protocol not supported]可能为内核问题,黄烁
smoke-basic-os,oe_test_libcgroup_04,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/smoke-basic-os/oe_test_libcgroup_04/2023-04-29-07:49:01.log,,
unbound,oe_test_service_unbound-keygen,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/unbound/oe_test_service_unbound-keygen/2023-04-27-04:46:59.log,x86 fail,
embedded_application_develop_tests,oe_test_cpp_hello_world_test,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/embedded_application_develop_tests/oe_test_cpp_hello_world_test/2023-04-27-11:11:07.log,x86 fail,
embedded_application_develop_tests,oe_test_hello_world_test,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/embedded_application_develop_tests/oe_test_hello_world_test/2023-04-27-11:10:12.log,x86 fail,
embedded_application_develop_tests,oe_test_kernel_hello_world_test,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/embedded_application_develop_tests/oe_test_kernel_hello_world_test/2023-04-27-11:10:39.log,x86 fail,
obs-server,oe_test_service_obs-delayedjob-queue-releasetracking,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/obs-server/oe_test_service_obs-delayedjob-queue-releasetracking/2023-04-26-15:29:37.log,x86 fail,
obs-server,oe_test_service_obs-delayedjob-queue-default,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/obs-server/oe_test_service_obs-delayedjob-queue-default/2023-04-26-17:05:06.log,x86 fail,
obs-server,oe_test_service_obs-sphinx,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/obs-server/oe_test_service_obs-sphinx/2023-04-26-14:17:28.log,x86 fail,
obs-server,oe_test_service_obs-delayedjob-queue-mailers,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/obs-server/oe_test_service_obs-delayedjob-queue-mailers/2023-04-26-15:00:00.log,x86 fail,
obs-server,oe_test_service_obs-delayedjob-queue-issuetracking,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/obs-server/oe_test_service_obs-delayedjob-queue-issuetracking/2023-04-26-14:46:26.log,x86 fail,
obs-server,oe_test_obs-server,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/obs-server/oe_test_obs-server/2023-04-26-12:15:03.log,x86 fail,
obs-server,oe_test_service_obs-delayedjob-queue-project_log_rotate,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/obs-server/oe_test_service_obs-delayedjob-queue-project_log_rotate/2023-04-26-15:15:13.log,x86 fail,
obs-server,oe_test_service_obs-clockwork,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/obs-server/oe_test_service_obs-clockwork/2023-04-26-14:00:59.log,x86 fail,
obs-server,oe_test_service_obs-delayedjob-queue-staging,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/obs-server/oe_test_service_obs-delayedjob-queue-staging/2023-04-26-15:43:15.log,x86 fail,
obs-server,oe_test_service_obs-delayedjob-queue-consistency_check,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/obs-server/oe_test_service_obs-delayedjob-queue-consistency_check/2023-04-26-14:30:02.log,x86 fail,
obs-server,oe_test_service_obsapisetup,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/obs-server/oe_test_service_obsapisetup/2023-04-26-13:39:34.log,systemd unit runtime error/systemd unit enable failure,
qemu,oe_test_service_qemu-guest-agent,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/qemu/oe_test_service_qemu-guest-agent/2023-04-26-20:18:50.log,x86 fail,
security-tool,oe_test_security_tool,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security-tool/oe_test_security_tool/2023-04-27-02:40:49.log,,
security-tool,oe_test_service_openEuler-security,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security-tool/oe_test_service_openEuler-security/2023-04-27-02:42:59.log,,
openscap,oe_test_scanning_remote_system,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/openscap/oe_test_scanning_remote_system/2023-04-26-13:42:41.log,x86 fail,
openscap,oe_test_assess_safety_compliance,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/openscap/oe_test_assess_safety_compliance/2023-04-26-13:43:58.log,x86 fail,
pps-tools,oe_test_pps-tools,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pps-tools/oe_test_pps-tools/2023-04-26-19:54:50.log,x86 fail,
rabbitmq-server,oe_test_rabbitmqctl_cluster,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/rabbitmq-server/oe_test_rabbitmqctl_cluster/2023-04-26-21:40:47.log,x86 fail,
