测试套/软件包名,测试用例名,状态,日志文件,原因,负责人
os-basic,oe_test_server_mariadb_compatibilty,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_server_mariadb_compatibilty/2023-04-28-04:54:41.log,x86 fail,
os-basic,oe_test_power_powertop2tuned_optimize,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_power_powertop2tuned_optimize/2023-04-28-07:59:24.log,x86 fail,
os-basic,oe_test_power_powertop_powerup,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_power_powertop_powerup/2023-04-28-07:56:45.log,x86 fail,
os-basic,oe_test_system_monitor_login,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_system_monitor_login/2023-04-28-04:11:08.log,x86 fail,
os-basic,oe_test_uname,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_uname/2023-04-28-03:40:18.log,x86 fail,
os-basic,oe_test_nmcli_macsec,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_nmcli_macsec/2023-04-28-08:10:38.log,x86 fail,
os-basic,oe_test_reboot,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_reboot/2023-04-28-05:55:16.log,x86 fail,
os-basic,oe_test_system_log_recorded,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_system_log_recorded/2023-04-28-04:12:23.log,x86 fail,
os-basic,oe_test_system_monitor_reboot,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_system_monitor_reboot/2023-04-28-03:40:46.log,x86 fail,
os-basic,oe_test_server_openssh_verifykey,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_server_openssh_verifykey/2023-04-28-04:29:21.log,x86 fail,
os-basic,oe_test_nmcli_config_connect,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_nmcli_config_connect/2023-04-28-08:12:59.log,x86 fail,
os-basic,oe_test_catman,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_catman/2023-04-28-03:30:09.log,x86 fail,
os-basic,oe_test_auditctl,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_auditctl/2023-04-28-03:36:43.log,x86 fail,
os-basic,oe_test_server_squid_blacklist,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_server_squid_blacklist/2023-04-28-04:25:29.log,x86 fail,
os-basic,oe_test_sos,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_sos/2023-04-28-05:25:07.log,x86 fail,
os-basic,oe_test_whereis,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_whereis/2023-04-28-03:29:34.log,x86 fail,
os-basic,oe_test_dmraid,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_dmraid/2023-04-28-03:31:39.log,x86 fail,
os-basic,oe_test_server_vsftpd_NKdelay,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_server_vsftpd_NKdelay/2023-04-28-04:18:57.log,x86 fail,
os-basic,oe_test_server_vsftpd_transfer,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_server_vsftpd_transfer/2023-04-28-04:13:38.log,x86 fail,
os-basic,oe_test_kernel_kdump,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_kernel_kdump/2023-04-28-09:16:35.log,preinstall absent,
os-basic,oe_test_fuse,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_fuse/2023-04-28-03:35:43.log,,
os-basic,oe_test_disk_io_sched,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_disk_io_sched/2023-04-28-10:24:32.log,preinstall absent,
os-basic,oe_test_xzcmp,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_xzcmp/2023-04-28-11:10:16.log,,
os-basic,oe_test_disk_schedule_specific,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_disk_schedule_specific/2023-04-28-08:31:35.log,,
os-basic,oe_test_awk,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_awk/2023-04-28-03:34:31.log,,
os-basic,oe_test_c++,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_c++/2023-04-28-03:32:15.log,file missing,
os-basic,oe_test_net_cmd_scp,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_net_cmd_scp/2023-04-28-09:58:51.log,timeout,
os-basic,oe_test_who,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_who/2023-04-28-03:28:28.log,,
os-basic,oe_test_net_VRF,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_net_VRF/2023-04-28-09:56:52.log,,
os-basic,oe_test_libffi,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_libffi/2023-04-28-10:19:24.log,file missing,
os-basic,oe_test_system_log_view,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_system_log_view/2023-04-28-04:11:47.log,preinstall absent,
os-basic,oe_test_count_gperftools_function,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_count_gperftools_function/2023-04-28-10:58:54.log,file missing,
os-basic,oe_test_system_monitor_share_total,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_system_monitor_share_total/2023-04-28-10:05:14.log,,
os-basic,oe_test_kernel_module_operation,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_kernel_module_operation/2023-04-28-09:51:53.log,kernel module absent,
os-basic,oe_test_lastb,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_lastb/2023-04-28-10:25:56.log,,
os-basic,oe_test_zlib,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_zlib/2023-04-28-10:10:25.log,file missing,
os-basic,oe_test_system_log_dmesg,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_system_log_dmesg/2023-04-28-04:12:53.log,,
os-basic,oe_test_nmcli_set_team,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_nmcli_set_team/2023-04-28-10:06:10.log,,
os-basic,oe_test_disk_graphics_card,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_disk_graphics_card/2023-04-28-10:05:30.log,file missing,
os-basic,oe_test_nmcli_set_bond,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_nmcli_set_bond/2023-04-28-10:04:10.log,preinstall absent,
os-basic,oe_test_power_measurement_internal,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_power_measurement_internal/2023-04-28-08:03:14.log,,
os-basic,oe_test_ethtool,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_ethtool/2023-04-28-08:42:35.log,file missing,
os-basic,oe_test_expect,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_expect/2023-04-28-10:21:46.log,,
os-basic,oe_test_accessdb,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_accessdb/2023-04-28-03:37:05.log,preinstall absent,
os-basic,oe_test_aureport,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_aureport/2023-04-28-10:26:13.log,timeout,
os-basic,oe_test_hostnamectl,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_hostnamectl/2023-04-28-09:16:05.log,,
os-basic,oe_test_disk_schedule_udev,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_disk_schedule_udev/2023-04-28-08:32:02.log,preinstall absent,
os-basic,oe_test_xmlsec,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_xmlsec/2023-04-28-10:22:18.log,file missing,
os-basic,oe_test_chsh,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_chsh/2023-04-28-10:56:22.log,,
os-basic,oe_test_gmp,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/os-basic/oe_test_gmp/2023-04-28-10:18:16.log,file missing,
patchutils,oe_test_patchutils_interdiff_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/patchutils/oe_test_patchutils_interdiff_01/2023-04-26-15:47:52.log,x86 fail,
patchutils,oe_test_patchutils_flipdiff_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/patchutils/oe_test_patchutils_flipdiff_01/2023-04-26-15:41:29.log,x86 fail,
patchutils,oe_test_patchutils_combinediff_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/patchutils/oe_test_patchutils_combinediff_01/2023-04-26-15:35:52.log,x86 fail,
openvswitch,oe_test_service_openvswitch-ipsec,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/openvswitch/oe_test_service_openvswitch-ipsec/2023-04-26-14:41:14.log,x86 fail,
openvswitch,oe_test_service_ovn-northd,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/openvswitch/oe_test_service_ovn-northd/2023-04-26-14:38:39.log,x86 fail,
openvswitch,oe_test_service_ovn-controller-vtep,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/openvswitch/oe_test_service_ovn-controller-vtep/2023-04-26-14:39:51.log,x86 fail,
openvswitch,oe_test_service_ovn-controller,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/openvswitch/oe_test_service_ovn-controller/2023-04-26-14:37:41.log,x86 fail,
openvswitch,oe_test_service_ovs-vswitchd,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/openvswitch/oe_test_service_ovs-vswitchd/2023-04-26-14:34:14.log,file missing systemd unit restart failure systemd unit runtime error,
openvswitch,oe_test_service_ovsdb-server,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/openvswitch/oe_test_service_ovsdb-server/2023-04-26-14:30:45.log,file missing systemd unit restart failure systemd unit runtime error,
openvswitch,oe_test_service_openvswitch,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/openvswitch/oe_test_service_openvswitch/2023-04-26-14:26:52.log,file missing systemd unit restart failure systemd unit runtime error,
targetcli,oe_test_targetcli_04,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/targetcli/oe_test_targetcli_04/2023-04-27-04:20:01.log,,
targetcli,oe_test_targetcli_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/targetcli/oe_test_targetcli_02/2023-04-27-04:15:41.log,,
targetcli,oe_test_targetcli_03,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/targetcli/oe_test_targetcli_03/2023-04-27-04:17:38.log,,
targetcli,oe_test_targetcli_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/targetcli/oe_test_targetcli_01/2023-04-27-04:13:08.log,,
wsmancli,oe_test_wsmancli_wseventmgr_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wsmancli/oe_test_wsmancli_wseventmgr_02/2023-04-27-05:12:01.log,x86 fail,
wsmancli,oe_test_wsmancli_wsman_03,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wsmancli/oe_test_wsmancli_wsman_03/2023-04-27-05:23:51.log,x86 fail,
wsmancli,oe_test_wsmancli_wsman_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wsmancli/oe_test_wsmancli_wsman_02/2023-04-27-05:20:46.log,,
wsmancli,oe_test_wsmancli_wseventmgr_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wsmancli/oe_test_wsmancli_wseventmgr_01/2023-04-27-05:08:33.log,,
wsmancli,oe_test_wsmancli_wsman_06,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wsmancli/oe_test_wsmancli_wsman_06/2023-05-22-03:35:34.log,wamancli: faild to test -N,黄烁
wsmancli,oe_test_wsmancli_wsman_07,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wsmancli/oe_test_wsmancli_wsman_07/2023-04-27-05:32:42.log,,
wsmancli,oe_test_wsmancli_wsman_05,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wsmancli/oe_test_wsmancli_wsman_05/2023-04-27-05:26:31.log,,
nginx,oe_test_nginx_concurrent,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/nginx/oe_test_nginx_concurrent/2023-04-26-11:47:44.log,x86 fail,
vdo,oe_test_service_vdo,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/vdo/oe_test_service_vdo/2023-04-27-04:56:41.log,nothing provides kmod-kvdo,黄烁
pcp,oe_test_pmlogger_daily_report,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp/oe_test_pmlogger_daily_report/2023-04-28-01:48:40.log,x86 fail,
pcp,oe_test_pmval_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp/oe_test_pmval_02/2023-04-28-01:11:29.log,x86 fail,
pcp,oe_test_pcp_pcp-import-ganglia2pcp,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp/oe_test_pcp_pcp-import-ganglia2pcp/2023-04-28-02:24:21.log,x86 fail,
pcp,oe_test_pmprobe_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp/oe_test_pmprobe_01/2023-04-28-00:49:41.log,x86 fail,
pcp,oe_test_pmhostname_pmlock_pmlogger_check,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp/oe_test_pmhostname_pmlock_pmlogger_check/2023-04-28-01:25:42.log,x86 fail,
pcp,oe_test_pcp_atop_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp/oe_test_pcp_atop_02/2023-04-28-02:10:23.log,x86 fail,
pcp,oe_test_pmlogcheck_pmlogmv,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp/oe_test_pmlogcheck_pmlogmv/2023-04-28-00:31:32.log,x86 fail,
pcp,oe_test_pmevent_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp/oe_test_pmevent_02/2023-04-28-00:14:24.log,x86 fail,
pcp,oe_test_pmlogger_daily_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp/oe_test_pmlogger_daily_01/2023-04-28-01:31:57.log,x86 fail,
pcp,oe_test_pcp_atop_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp/oe_test_pcp_atop_01/2023-04-28-02:00:11.log,x86 fail,
pcp,oe_test_service_pmwebd,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp/oe_test_service_pmwebd/2023-04-28-02:57:15.log,file missing systemd unit restart failure systemd unit runtime error,
pcp,oe_test_service_pmmgr,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp/oe_test_service_pmmgr/2023-04-28-02:52:21.log,file missing systemd unit restart failure systemd unit runtime error,
security_guide,oe_test_access_sudo_commands,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_access_sudo_commands/2023-04-28-21:50:16.log,x86 fail,
security_guide,oe_test_ssh_allow_public_key,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_ssh_allow_public_key/2023-04-28-22:17:49.log,x86 fail,
security_guide,oe_test_lock_after_login_fail,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_lock_after_login_fail/2023-04-28-22:10:06.log,x86 fail,
security_guide,oe_test_ssh_sftp_across_updir,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_ssh_sftp_across_updir/2023-04-28-21:46:56.log,x86 fail,
security_guide,oe_test_umask_default,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_umask_default/2023-04-28-22:38:01.log,x86 fail,
security_guide,oe_test_ssh_RSA_auth,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_ssh_RSA_auth/2023-04-28-22:20:38.log,x86 fail,
security_guide,oe_test_ssh_server_reinforcement_suggestions,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_ssh_server_reinforcement_suggestions/2023-04-28-22:40:59.log,x86 fail,
security_guide,oe_test_ssh_system_reinforcement,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_ssh_system_reinforcement/2023-04-28-22:26:33.log,x86 fail,
security_guide,oe_test_delete_global_writable_property,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_delete_global_writable_property/2023-04-28-22:15:12.log,x86 fail,
security_guide,oe_test_kernel_parameter_reinforcement_description,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_kernel_parameter_reinforcement_description/2023-04-28-22:41:53.log,No safety reinforcement,黄烁
security_guide,oe_test_ssh_disable_empty_passwd,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_ssh_disable_empty_passwd/2023-04-28-21:50:43.log,PermitEmptyPasswords is not no,黄烁
security_guide,oe_test_ssh_disable_agent_forwarding,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_ssh_disable_agent_forwarding/2023-04-28-22:23:34.log,AllowAgentForwarding is not no,黄烁
security_guide,oe_test_ssh_check_home,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_ssh_check_home/2023-04-28-22:16:25.log,StrictModes is not yes,黄烁
security_guide,oe_test_restrict_accounts_use_su,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_restrict_accounts_use_su/2023-04-28-22:14:01.log,限制账号使用su失败，可能为用户组设置问题或命令本身问题,黄烁
security_guide,oe_test_ssh_disable_parsing_sshpath,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_ssh_disable_parsing_sshpath/2023-04-28-22:01:30.log,ssh远程执行命令时出现未知错误,黄烁
security_guide,oe_test_ssh_warnings,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_ssh_warnings/2023-04-28-21:44:12.log,登陆时没有显示x86登陆时显示的提示,黄烁
security_guide,oe_test_use_security_tools,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_use_security_tools/2023-04-28-21:51:39.log,security-tool软件包默认未安装,黄烁
security_guide,oe_test_ssh_version2,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_ssh_version2/2023-04-28-21:56:31.log,安装的ssh版本非测试版本,黄烁
security_guide,oe_test_kernel_parameter_hardening,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_kernel_parameter_hardening/2023-04-28-22:27:19.log,sysctl -p 无输出,黄烁
security_guide,oe_test_ssh_strong_encryption_algorithm,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_ssh_strong_encryption_algorithm/2023-04-28-22:27:55.log,No safety reinforcement,黄烁
security_guide,oe_test_set_password_validity,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/security_guide/oe_test_set_password_validity/2023-04-28-21:44:40.log,没有密码过期提醒，可能为date改变日期失败或者相关提醒未设置,黄烁
tuned,oe_test_service_tuned,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/tuned/oe_test_service_tuned/2023-04-27-04:39:45.log,x86 fail,
redis5,oe_test_redis5_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/redis5/oe_test_redis5_02/2023-04-26-23:17:54.log,x86 fail,
strongswan,oe_test_service_strongswan-swanctl,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/strongswan/oe_test_service_strongswan-swanctl/2023-04-27-03:24:32.log,x86 fail,
strongswan,oe_test_service_strongswan_03,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/strongswan/oe_test_service_strongswan_03/2023-04-27-03:42:53.log,x86 fail,
strongswan,oe_test_service_strongswan,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/strongswan/oe_test_service_strongswan/2023-04-27-03:21:58.log,x86 fail,
strongswan,oe_test_service_strongswan_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/strongswan/oe_test_service_strongswan_01/2023-04-27-03:26:48.log,x86 fail,
strongswan,oe_test_service_swanctl_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/strongswan/oe_test_service_swanctl_01/2023-04-27-03:52:50.log,pre_test时podman出现堆栈错误导致后续软件运行错误,黄烁
strongswan,oe_test_service_swanctl_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/strongswan/oe_test_service_swanctl_02/2023-04-27-04:00:56.log,pre_test时podman出现堆栈错误导致后续软件运行错误,黄烁
strongswan,oe_test_service_strongswan_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/strongswan/oe_test_service_strongswan_02/2023-04-27-03:34:49.log,pre_test时podman出现堆栈错误导致后续软件运行错误,黄烁
netlabel_tools,oe_test_netlabel_tools_netlabelctl_03,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/netlabel_tools/oe_test_netlabel_tools_netlabelctl_03/2023-04-26-11:18:45.log,x86 fail,
netlabel_tools,oe_test_netlabel_tools_netlabelctl_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/netlabel_tools/oe_test_netlabel_tools_netlabelctl_02/2023-04-26-11:16:42.log,”netlabelctl: error，failed to initialize the NetLabel library“,黄烁
netlabel_tools,oe_test_netlabel_tools_netlabelctl_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/netlabel_tools/oe_test_netlabel_tools_netlabelctl_01/2023-04-26-11:14:56.log,“netlabelctl: error，failed to initialize the NetLabel library”,黄烁
netlabel_tools,oe_test_service_netlabel,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/netlabel_tools/oe_test_service_netlabel/2023-04-26-11:12:30.log,systemd运行启动正常但日志有error信息“failed to initialize the NetLabel library”,黄烁
prometheus2,oe_test_service_prometheus,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/prometheus2/oe_test_service_prometheus/2023-04-26-20:08:33.log,kernel及sv57导致问题,黄烁
prometheus2,oe_test_prometheus_cli,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/prometheus2/oe_test_prometheus_cli/2023-04-26-20:11:39.log,复现时提示堆栈错误，,黄烁
prometheus2,oe_test_prometheus_promtool,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/prometheus2/oe_test_prometheus_promtool/2023-04-26-21:42:14.log,复现时提示堆栈错误,黄烁
prometheus2,oe_test_prometheus_tsdb,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/prometheus2/oe_test_prometheus_tsdb/2023-04-26-22:12:28.log,日志中出现堆栈错误的提示,黄烁
prometheus2,oe_test_prometheus_querying_http_api,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/prometheus2/oe_test_prometheus_querying_http_api/2023-04-26-20:41:49.log,kernel及sv57导致问题,黄烁
prometheus2,oe_test_prometheus_management_api,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/prometheus2/oe_test_prometheus_management_api/2023-04-26-21:12:02.log,kernel及sv57导致问题,黄烁
pcp-system-tools,oe_test_pcp-iostat,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp-system-tools/oe_test_pcp-iostat/2023-04-26-19:22:18.log,x86 fail,
pcp-system-tools,oe_test_pcp-pidstat_02_pcp-ipcs,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp-system-tools/oe_test_pcp-pidstat_02_pcp-ipcs/2023-04-26-19:13:51.log,x86 fail,
pcp-system-tools,oe_test_pcp-mpstat_pcp-numastat,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp-system-tools/oe_test_pcp-mpstat_pcp-numastat/2023-04-26-19:31:04.log,x86 fail,
pcp-system-tools,oe_test_pcp_collectl,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp-system-tools/oe_test_pcp_collectl/2023-04-26-18:15:51.log,x86 fail,
pcp-system-tools,oe_test_pcp-pidstat_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp-system-tools/oe_test_pcp-pidstat_01/2023-04-26-19:04:07.log,x86 fail,
pcp-system-tools,oe_test_dstat_03,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp-system-tools/oe_test_dstat_03/2023-04-26-18:47:24.log,nohup的影响,黄烁
pcp-system-tools,oe_test_pcp-uptime_pcp-verify,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/pcp-system-tools/oe_test_pcp-uptime_pcp-verify/2023-04-26-19:39:11.log,启动时安装pcp无法复现，pcp卸载重装后可复现systemd日志显示与ioctl有关，log显示‘broken pipe’，具体原因未知,黄烁
sanlock,oe_test_sanlock_wdmd,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/sanlock/oe_test_sanlock_wdmd/2023-04-27-02:26:40.log,Module softdog not found,黄烁
embedded_tiny_image_test,oe_test_check_aarch_tiny_image_001,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/embedded_tiny_image_test/oe_test_check_aarch_tiny_image_001/2023-04-29-00:21:40.log,x86 fail,
nmon,oe_test_nmon_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/nmon/oe_test_nmon_02/2023-04-26-11:54:13.log,x86 fail,
